


















































1,"0
"
2,"0
"
3,"0
"
4,"0
"
5,"0
"
6,"0
"
7,"0
"
8,"0
"
9,"0
"
10,"0
"
11,"0
"
12,"0
"
13,"0
"
14,"0
"
15,"0
"
16,"0
"
17,"0
"
18,"0
"
19,"0
"
1,"0
"
1,"0
"
1,"0
"
2,"0
"
3,"0
"
4,"0
"
5,"0
"
6,"0
"
7,"0
"
8,"0
"
9,"0
"
10,"0
"
11,"0
"
12,"0
"
13,"0
"
14,"0
"
15,"0
"
16,"0
"
17,"0
"
18,"0
"
19,"0
"
20,"0
"
21,"0
"
22,"0
"
23,"0
"
24,"0
"
25,"0
"
26,"0
"
27,"0
"
28,"0
"
29,"0
"
1,"0
"
2,"0
"
3,"0
"
4,"0
"
5,"0
"
6,"0
"
7,"0
"
8,"0
"
9,"0
"
10,"0
"
11,"0
"
12,"0
"
13,"0
"
14,"0
"
15,"0
"
16,"0
"
17,"0
"
18,"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"2220034
"
"0
"
"0
"
"8388607
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"0
"
"2214343
"
"0
"
"0
"
"2226796
"
"0
"
"0
"
"0
"
"2265903
"
"2265886
"
"2216313
"
"2097151
"
"0
"
"0
"
"0
"
"0
"
"2211080
"
"2211616
"
"2212393
"
"0
"
"0
"
"0
"
"0
"
"2261909
"
"2212836
"
"0
"
"0
"
"0
"
"2211649
"
"2211145
"
"2210696
"
"2209914
"
"2210702
"
"2209569
"
"0
"
"2253362
"
"2230118
"
"2209640
"
"2260329
"
"2260184
"
"2209909
"
"2210450
"
"2210993
"
"2241349
"
"2211713
"
"2212072
"
"2212261
"
"2212492
"
"2212535
"
"2213632
"
"2262933
"
"2262400
"
"2211596
"
"2211836
"
"2211943
"
"2212090
"
"2212218
"
"2212402
"
"2212484
"
"2212471
"
"0
"
"0
"
"2212484
"
"2212586
"
"2212817
"
"2213040
"
"2213242
"
"2213269
"
"2213425
"
"motor moved
"
"2214308
"
"2213904
"
"motor moved
"
"2214221
"
"2213933
"
"motor moved
"
"2214668
"
"2214147
"
"2214149
"
"2214205
"
"2214278
"
"2214253
"
"2214363
"
"2214361
"
"2214291
"
"2214392
"
"2214375
"
"motor moved
"
"2214926
"
"2214692
"
"2214799
"
"2214874
"
"2215043
"
"2215015
"
"2215037
"
"2215102
"
"motor moved
"
"2215640
"
"2215388
"
"motor moved
"
"2215733
"
"2215543
"
"2215533
"
"2215624
"
"motor moved
"
"2216345
"
"2215820
"
"2215930
"
"2215905
"
"2215970
"
"2216037
"
"2216064
"
"motor moved
"
"2216757
"
"2216302
"
"2216309
"
"2216345
"
"2216421
"
"2216440
"
"2216424
"
"2216362
"
"2216526
"
"2216577
"
"2216648
"
"2216697
"
"2216736
"
"2216675
"
"2216741
"
"2216835
"
"2216861
"
"2216967
"
"2216912
"
"2216953
"
"2217142
"
"2217277
"
"2217038
"
"2217023
"
"2217016
"
"2217101
"
"2217148
"
"2217130
"
"2217170
"
"2217223
"
"2217206
"
"2217259
"
"2217248
"
"2217288
"
"2217239
"
"motor moved
"
"2217859
"
"2217415
"
"motor moved
"
"2217732
"
"2217481
"
"motor moved
"
"2218071
"
"2217602
"
"2217654
"
"motor moved
"
"2217906
"
"2217908
"
"2217861
"
"2217909
"
"2217852
"
"2217959
"
"2217959
"
"2217980
"
"2218017
"
"motor moved
"
"2218093
"
"2218050
"
"motor moved
"
"2218273
"
"2218170
"
"2218195
"
"motor moved
"
"2218861
"
"2218298
"
"2218505
"
"2218310
"
"motor moved
"
"2218876
"
"2218261
"
"2218318
"
"2218346
"
"2218336
"
"2218407
"
"2218435
"
"2218435
"
"2218472
"
"2218457
"
"2218460
"
"2218506
"
"2218483
"
"2218501
"
"2218589
"
"2218597
"
"2218538
"
"2218555
"
"motor moved
"
"2218999
"
"2218771
"
"2218763
"
"2218675
"
"2218740
"
"2218815
"
"2218788
"
"2218791
"
"2218803
"
"2218750
"
"2218820
"
"2218881
"
"2218869
"
"2218928
"
"2218925
"
"2218775
"
"2218804
"
"2218792
"
"2218840
"
"2218819
"
"motor moved
"
"2219621
"
"2218994
"
"motor moved
"
"2219771
"
"2219101
"
"motor moved
"
"2219728
"
"2219234
"
"2219250
"
"2219198
"
"2219347
"
"2219260
"
"2219294
"
"2219299
"
"2219351
"
"2219322
"
"2219328
"
"2219576
"
"2219467
"
"2219581
"
"2219622
"
"2219558
"
"2219681
"
"2219601
"
"2219624
"
"2219603
"
"2219335
"
"2219671
"
"2219508
"
"2219576
"
"2219529
"
"2219652
"
"2219566
"
"2219443
"
"2219577
"
"2219617
"
"2219758
"
"2219632
"
"2219577
"
"2219621
"
"2219607
"
"2219638
"
"2219705
"
"2219752
"
"2219768
"
"2219698
"
"2219813
"
"2219732
"
"2219810
"
"2219696
"
"2219821
"
"2219886
"
"2219781
"
"2219775
"
"2219834
"
"2219802
"
"2219836
"
"2219881
"
"2219898
"
"2219842
"
"2219791
"
"2219824
"
"2219744
"
"2219768
"
"2219833
"
"2219812
"
"2219785
"
"2219740
"
"2219814
"
"2219758
"
"2219818
"
"2219800
"
"2219890
"
"2219821
"
"2219924
"
"2219926
"
"2219784
"
"2219701
"
"2219862
"
"2219907
"
"2219835
"
